### P8S: Abyssos: The Eighth Circle (Savage)
#

hideall "--Reset--"
hideall "--sync--"

0.0 "--Reset--" sync / 21:........:4000000F:/ window 100000 jump 0

### P8S Part 1
# -p 7944:12.1
# -ii 7947 7923 7933 7934 7935 7951 7104 7105
# -it Hephaistos

# Two paths:
# Human1 -> Snake1 -> Human2 -> Beast1 -> Human3 -> Snake2 -> Beast2 -> Human4
# Human1 -> Beast1 -> Human2 -> Snake1 -> Human3 -> Beast2 -> Snake2 -> Human4

# instant auto @_@;;
0.0 "--sync--" Ability { id: "7947", source: "Hephaistos" } window 1,0
7.1 "--sync--" StartsUsing { id: "7944", source: "Hephaistos" } window 20,20
12.1 "Genesis of Flame" Ability { id: "7944", source: "Hephaistos" }
18.2 "Conceptual Octaflare/Conceptual Tetraflare" Ability { id: "(7914|7915)", source: "Hephaistos" }
24.4 "Volcanic Torches" Ability { id: "78F7", source: "Hephaistos" }
30.6 "--sync--" Ability { id: "7108", source: "Hephaistos" }
38.5 "Torch Flame" Ability { id: "7927", source: "Hephaistos" }

# Human 1
39.9 "Sunforge" Ability { id: "7911", source: "Hephaistos" }
40.9 "Scorching Fang/Sun's Pinion" Ability { id: "(7912|7913)", source: "Hephaistos" }
41.1 "Emergent Octaflare/Emergent Tetraflare" Ability { id: "(7918|7919)", source: "Hephaistos" }
48.3 "Flameviper 1" Ability { id: "7945", source: "Hephaistos" }
51.5 "Flameviper 2" Ability { id: "7946", source: "Hephaistos" }

58.7 "--sync--" #Ability { id: "7108", source: "Hephaistos" }
63.9 "Reforged Reflection"

# => Snake first branch
58.7 "--sync--" #Ability { id: "7108", source: "Hephaistos" }
63.9 "--sync--" Ability { id: "794C", source: "Hephaistos" } window 100,100 jump 163.9
71.2 "Snaking Kick?" #Ability { id: "7929", source: "Hephaistos" }
77.3 "Gorgomanteia?" #Ability { id: "791A", source: "Hephaistos" }
83.4 "Into the Shadows?" #Ability { id: "792A", source: "Hephaistos" }

# => Beast first branch
58.7 "--sync--" Ability { id: "7108", source: "Hephaistos" }
63.9 "--sync--" Ability { id: "794B", source: "Hephaistos" } window 100,100 jump 1163.9
70.3 "Footprint?" #Ability { id: "7109", source: "Hephaistos" }
77.2 "Uplift 1?" #Ability { id: "7935", source: "Hephaistos" }
79.3 "Uplift 2?" #Ability { id: "7935", source: "Hephaistos" }
81.5 "Uplift 3?" #Ability { id: "7935", source: "Hephaistos" }
83.6 "Uplift 4?" #Ability { id: "7935", source: "Hephaistos" }


# Snake 1 (Snake first)
158.7 "--sync--" Ability { id: "7108", source: "Hephaistos" }
163.9 "Reforged Reflection" Ability { id: "794C", source: "Hephaistos" }
171.2 "Snaking Kick" Ability { id: "7929", source: "Hephaistos" }
177.3 "Gorgomanteia" Ability { id: "791A", source: "Hephaistos" }
183.4 "Into the Shadows" Ability { id: "792A", source: "Hephaistos" }
197.5 "--sync--" Ability { id: "792B", source: "Gorgon" }
198.6 "Petrifaction 1" Ability { id: "6724", source: "Gorgon" }
201.1 "Eye of the Gorgon 1" Ability { id: "792D", source: "Hephaistos" }
204.2 "Blood of the Gorgon 1" Ability { id: "792F", source: "Hephaistos" }
205.5 "--sync--" Ability { id: "792B", source: "Gorgon" }
206.7 "Petrifaction 2" Ability { id: "6724", source: "Gorgon" }
209.2 "Eye of the Gorgon 2" Ability { id: "792D", source: "Hephaistos" }
212.2 "Blood of the Gorgon 2" Ability { id: "792F", source: "Hephaistos" }
216.8 "--sync--" Ability { id: "7949", source: "Hephaistos" }
221.8 "Ektothermos" Ability { id: "79EA", source: "Hephaistos" }

# Human 2 (Snake first)
224.8 "--sync--" Ability { id: "7949", source: "Hephaistos" }
240.2 "Illusory Creation" Ability { id: "791C", source: "Hephaistos" }
246.3 "Creation on Command" Ability { id: "794F", source: "Hephaistos" }
254.1 "Sunforge" Ability { id: "7950", source: "Illusory Hephaistos" }
254.5 "Manifold Flames" Ability { id: "7921", source: "Hephaistos" }
255.1 "Scorching Fang" Ability { id: "7952", source: "Illusory Hephaistos" }
255.1 "Scorched Pinion" Ability { id: "7953", source: "Illusory Hephaistos" }
255.3 "Hemitheos's Flare" Ability { id: "72CE", source: "Hephaistos" }
258.7 "Manifold Flames" Ability { id: "7922", source: "Hephaistos" }
259.5 "Nest of Flamevipers" Ability { id: "7920", source: "Hephaistos" }
266.2 "Sunforge" Ability { id: "(7950|7951)", source: "Illusory Hephaistos" }
266.8 "Tetraflare/Nest of Flamevipers" Ability { id: "(791E|791F)", source: "Hephaistos" }
267.2 "Scorching Fang/Scorched Pinion" Ability { id: "(7952|7953)", source: "Illusory Hephaistos" }
267.6 "Emergent Octaflare/Emergent Tetraflare" Ability { id: "(7918|7919)", source: "Hephaistos" }
279.8 "Torch Flame" Ability { id: "7927", source: "Hephaistos" }
283.9 "Genesis of Flame" Ability { id: "7944", source: "Hephaistos" }

# Beast 1 (Snake first)
291.1 "--sync--" Ability { id: "7108", source: "Hephaistos" }
296.4 "Reforged Reflection" Ability { id: "794B", source: "Hephaistos" }
302.8 "Footprint" Ability { id: "7109", source: "Hephaistos" }
309.7 "Uplift 1" #Ability { id: "7935", source: "Hephaistos" }
311.8 "Uplift 2" #Ability { id: "7935", source: "Hephaistos" }
314.0 "Uplift 3" #Ability { id: "7935", source: "Hephaistos" }
316.1 "Uplift 4" #Ability { id: "7935", source: "Hephaistos" }
322.3 "--sync--" Ability { id: "7936", source: "Hephaistos" }
322.5 "Stomp Dead 1" #Ability { id: "7937", source: "Hephaistos" }
324.8 "Stomp Dead 2" #Ability { id: "7937", source: "Hephaistos" }
327.1 "Stomp Dead 3" #Ability { id: "7937", source: "Hephaistos" }
329.3 "Stomp Dead 4" #Ability { id: "7937", source: "Hephaistos" }

# Human 3 (Snake first)
346.7 "Conceptual Octaflare/Conceptual Tetraflare" Ability { id: "(7914|7915)", source: "Hephaistos" }
352.8 "Fourfold Fires" Ability { id: "78F2", source: "Hephaistos" } window 300,10
358.6 "Abyssal Fires" Ability { id: "7954", source: "Hephaistos" }
362.0 "--sync--" Ability { id: "78F0", source: "Hephaistos" }
367.9 "Cthonic Vent 1" Ability { id: "7925", source: "Suneater" }
376.9 "Cthonic Vent 2" Ability { id: "794E", source: "Suneater" }
377.2 "Tetraflare/Octaflare" Ability { id: "(791E|791D)", source: "Hephaistos" }
381.4 "--sync--" Ability { id: "7108", source: "Hephaistos" }
385.9 "Cthonic Vent 3" Ability { id: "7926", source: "Suneater" }
390.6 "Sunforge" Ability { id: "(7910|7911)", source: "Hephaistos" }
391.6 "Scorching Fang/Sun's Pinion" Ability { id: "(7912|7913)", source: "Hephaistos" }
391.8 "Emergent Octaflare/Emergent Tetraflare" Ability { id: "(7918|7919)", source: "Hephaistos" }
399.0 "Flameviper 1" Ability { id: "7945", source: "Hephaistos" }
402.2 "Flameviper 2" Ability { id: "7946", source: "Hephaistos" }

# Snake 2 (Snake first)
409.4 "--sync--" Ability { id: "7108", source: "Hephaistos" }
414.6 "Reforged Reflection" Ability { id: "794C", source: "Hephaistos" }
421.9 "Snaking Kick" Ability { id: "7929", source: "Hephaistos" }
428.0 "Gorgomanteia" Ability { id: "791A", source: "Hephaistos" }
434.1 "Into the Shadows" Ability { id: "792A", source: "Hephaistos" }
448.1 "--sync--" Ability { id: "792B", source: "Gorgon" }
449.3 "Petrifaction" Ability { id: "6724", source: "Gorgon" }
450.3 "Gorgospit (outside)" Ability { id: "7932", source: "Illusory Hephaistos" }
451.8 "Blood of the Gorgon 1" Ability { id: "792F", source: "Hephaistos" }
451.8 "Eye of the Gorgon 1" Ability { id: "792D", source: "Hephaistos" }
456.4 "Illusory Creation" Ability { id: "7931", source: "Hephaistos" }
457.8 "Blood of the Gorgon 2" Ability { id: "792F", source: "Hephaistos" }
457.8 "Eye of the Gorgon 2" Ability { id: "792D", source: "Hephaistos" }
465.3 "Gorgospit (line)" Ability { id: "7932", source: "Illusory Hephaistos" }
466.9 "Crown of the Gorgon" Ability { id: "792E", source: "Hephaistos" }
467.8 "Breath of the Gorgon" Ability { id: "7930", source: "Hephaistos" }
481.0 "Flameviper 1" Ability { id: "7945", source: "Hephaistos" }
484.2 "Flameviper 2" Ability { id: "7946", source: "Hephaistos" }

# Beast 2 (Snake first)
491.4 "--sync--" Ability { id: "7108", source: "Hephaistos" }
496.6 "Reforged Reflection" Ability { id: "794B", source: "Hephaistos" }
503.1 "Footprint" Ability { id: "7109", source: "Hephaistos" }
509.4 "Quadrupedal Impact/Quadrupedal Crush" Ability { id: "(7A04|7A05)", source: "Hephaistos" }
515.8 "Conceptual Diflare/Conceptual Tetraflare" Ability { id: "(7917|7916)", source: "Hephaistos" }
522.0 "--sync--" Ability { id: "793B", source: "Hephaistos" }
524.2 "--sync--" Ability { id: "793D", source: "Hephaistos" }
526.4 "--sync--" Ability { id: "793B", source: "Hephaistos" }
528.6 "--sync--" Ability { id: "793C", source: "Hephaistos" }
531.0 "--untargetable--"
531.0 "Blazing Footfalls" Ability { id: "7938", source: "Hephaistos" }
531.6 "Trailblaze 1" Ability { id: "793E", source: "Hephaistos" }
532.8 "Emergent Diflare/Emergent Tetraflare" Ability { id: "(791B|7919)", source: "Hephaistos" }
535.7 "--sync--" Ability { id: "793F", source: "Hephaistos" }
536.6 "Quadrupedal Impact/Quadrupedal Crush" Ability { id: "7107", source: "Hephaistos" }
539.5 "--sync--" Ability { id: "7939", source: "Hephaistos" }
540.2 "Trailblaze 2" Ability { id: "793E", source: "Hephaistos" }
542.2 "--sync--" Ability { id: "793A", source: "Hephaistos" }
543.1 "Quadrupedal Impact/Quadrupedal Crush" Ability { id: "7106", source: "Hephaistos" }
546.5 "Torch Flame" Ability { id: "7927", source: "Hephaistos" }
547.4 "--targetable--"

# Human 4 (Snake first)
552.6 "--sync--" Ability { id: "7108", source: "Hephaistos" }
559.9 "Genesis of Flame" Ability { id: "7944", source: "Hephaistos" }
568.1 "--untargetable--"
573.1 "Genesis of Flame (enrage)" Ability { id: "794A", source: "Hephaistos" }


# Beast 1 (Beast first)
1158.7 "--sync--" Ability { id: "7108", source: "Hephaistos" }
1163.9 "Reforged Reflection" Ability { id: "794B", source: "Hephaistos" }
1170.3 "Footprint" Ability { id: "7109", source: "Hephaistos" } window 100,100
1177.2 "Uplift 1" #Ability { id: "7935", source: "Hephaistos" }
1179.3 "Uplift 2" #Ability { id: "7935", source: "Hephaistos" }
1181.5 "Uplift 3" #Ability { id: "7935", source: "Hephaistos" }
1183.6 "Uplift 4" #Ability { id: "7935", source: "Hephaistos" }
1189.8 "--sync--" Ability { id: "7936", source: "Hephaistos" }
1190.0 "Stomp Dead 1" #Ability { id: "7937", source: "Hephaistos" }
1192.3 "Stomp Dead 2" #Ability { id: "7937", source: "Hephaistos" }
1194.6 "Stomp Dead 3" #Ability { id: "7937", source: "Hephaistos" }
1196.8 "Stomp Dead 4" #Ability { id: "7937", source: "Hephaistos" }

# Human 2 (Beast first)
1214.1 "Illusory Creation" Ability { id: "791C", source: "Hephaistos" }
1220.2 "Creation on Command" Ability { id: "794F", source: "Hephaistos" }
1228.0 "Sunforge" Ability { id: "7950", source: "Illusory Hephaistos" }
1228.4 "Manifold Flames" Ability { id: "7921", source: "Hephaistos" }
1229.0 "Scorching Fang" Ability { id: "7952", source: "Illusory Hephaistos" }
1229.0 "Scorched Pinion" Ability { id: "7953", source: "Illusory Hephaistos" }
1229.2 "Hemitheos's Flare" Ability { id: "72CE", source: "Hephaistos" }
1232.6 "Manifold Flames" Ability { id: "7922", source: "Hephaistos" }
1233.4 "Nest of Flamevipers" Ability { id: "7920", source: "Hephaistos" }
1240.1 "Sunforge" Ability { id: "(7950|7951)", source: "Illusory Hephaistos" }
1240.7 "Tetraflare/Nest of Flamevipers" Ability { id: "(791E|791F)", source: "Hephaistos" }
1241.1 "Scorching Fang/Scorched Pinion" Ability { id: "(7952|7953)", source: "Illusory Hephaistos" }
1241.5 "Emergent Octaflare/Emergent Tetraflare" Ability { id: "(7918|7919)", source: "Hephaistos" }
1253.7 "Torch Flame" Ability { id: "7927", source: "Hephaistos" }
1257.8 "Genesis of Flame" Ability { id: "7944", source: "Hephaistos" }

# Snake 1 (Beast first)
1265.0 "--sync--" Ability { id: "7108", source: "Hephaistos" }
1270.2 "Reforged Reflection" Ability { id: "794C", source: "Hephaistos" }
1277.5 "Snaking Kick" Ability { id: "7929", source: "Hephaistos" }
1283.6 "Gorgomanteia" Ability { id: "791A", source: "Hephaistos" }
1289.7 "Into the Shadows" Ability { id: "792A", source: "Hephaistos" }
1303.8 "--sync--" Ability { id: "792B", source: "Gorgon" }
1304.9 "Petrifaction 1" Ability { id: "6724", source: "Gorgon" }
1307.4 "Eye of the Gorgon 1" Ability { id: "792D", source: "Hephaistos" }
1310.5 "Blood of the Gorgon 1" Ability { id: "792F", source: "Hephaistos" }
1311.8 "--sync--" Ability { id: "792B", source: "Gorgon" }
1313.0 "Petrifaction 2" Ability { id: "6724", source: "Gorgon" }
1315.5 "Eye of the Gorgon 2" Ability { id: "792D", source: "Hephaistos" }
1318.5 "Blood of the Gorgon 2" Ability { id: "792F", source: "Hephaistos" }
1323.1 "--sync--" Ability { id: "7949", source: "Hephaistos" }
1328.1 "Ektothermos" Ability { id: "79EA", source: "Hephaistos" }

# Human 3 (Beast first)
1331.1 "--sync--" Ability { id: "7949", source: "Hephaistos" }
1346.5 "Conceptual Octaflare/Conceptual Tetraflare" Ability { id: "(7914|7915)", source: "Hephaistos" }
1352.6 "Fourfold Fires" Ability { id: "78F2", source: "Hephaistos" } window 300,10
1358.4 "Abyssal Fires" Ability { id: "7954", source: "Hephaistos" }
1361.8 "--sync--" Ability { id: "78F0", source: "Hephaistos" }
1367.7 "Cthonic Vent 1" Ability { id: "7925", source: "Suneater" }
1376.7 "Cthonic Vent 2" Ability { id: "794E", source: "Suneater" }
1377.0 "Tetraflare/Octaflare" Ability { id: "(791E|791D)", source: "Hephaistos" }
1381.2 "--sync--" Ability { id: "7108", source: "Hephaistos" }
1385.7 "Cthonic Vent 3" Ability { id: "7926", source: "Suneater" }
1390.4 "Sunforge" Ability { id: "(7910|7911)", source: "Hephaistos" }
1391.4 "Scorching Fang/Sun's Pinion" Ability { id: "(7912|7913)", source: "Hephaistos" }
1391.6 "Emergent Octaflare/Emergent Tetraflare" Ability { id: "(7918|7919)", source: "Hephaistos" }
1398.8 "Flameviper 1" Ability { id: "7945", source: "Hephaistos" }
1402.0 "Flameviper 2" Ability { id: "7946", source: "Hephaistos" }

# Beast 2 (Beast first)
1409.1 "--sync--" Ability { id: "7108", source: "Hephaistos" }
1414.3 "Reforged Reflection" Ability { id: "794B", source: "Hephaistos" }
1420.8 "Footprint" Ability { id: "7109", source: "Hephaistos" }
1427.1 "Quadrupedal Impact/Quadrupedal Crush" Ability { id: "(7A04|7A05)", source: "Hephaistos" }
1433.5 "Conceptual Diflare/Conceptual Tetraflare" Ability { id: "(7917|7916)", source: "Hephaistos" }
1439.7 "--sync--" Ability { id: "793B", source: "Hephaistos" }
1441.9 "--sync--" Ability { id: "793D", source: "Hephaistos" }
1444.1 "--sync--" Ability { id: "793B", source: "Hephaistos" }
1446.3 "--sync--" Ability { id: "793C", source: "Hephaistos" }
1448.7 "--untargetable--"
1448.7 "Blazing Footfalls" Ability { id: "7938", source: "Hephaistos" }
1449.3 "Trailblaze 1" Ability { id: "793E", source: "Hephaistos" }
1450.5 "Emergent Diflare/Emergent Tetraflare" Ability { id: "(791B|7919)", source: "Hephaistos" }
1453.4 "--sync--" Ability { id: "793F", source: "Hephaistos" }
